Month,Year,CPI   ,Cash    ,10Y BM  ,SPX-TR     ,CAPE ,MsciWorldExUs
9    ,1964,31.10 ,3015.24 ,2355.16 ,183440.44  ,22.89,             
10   ,1964,31.10 ,3024.11 ,2367.19 ,185376.86  ,23.21,             
11   ,1964,31.20 ,3033.10 ,2367.74 ,184870.57  ,23.23,             
12   ,1964,31.20 ,3042.30 ,2374.11 ,186049.48  ,22.75,             
1    ,1965,31.20 ,3052.04 ,2386.28 ,192684.33  ,23.27,             
2    ,1965,31.20 ,3061.73 ,2388.83 ,192866.42  ,23.37,             
3    ,1965,31.30 ,3071.76 ,2401.10 ,190533.69  ,23.25,             
4    ,1965,31.40 ,3081.82 ,2407.56 ,197538.45  ,23.42,             
5    ,1965,31.40 ,3091.91 ,2412.11 ,196490.72  ,23.71,             
6    ,1965,31.60 ,3101.93 ,2426.48 ,187417.99  ,22.39,             
7    ,1965,31.60 ,3111.76 ,2431.05 ,190429.44  ,22.30,             
8    ,1965,31.60 ,3121.71 ,2429.78 ,195213.20  ,22.67,             
9    ,1965,31.60 ,3131.70 ,2422.76 ,201958.22  ,23.37,             
10   ,1965,31.70 ,3141.93 ,2419.83 ,207989.19  ,23.78,             
11   ,1965,31.70 ,3152.48 ,2415.10 ,206676.57  ,23.93,             
12   ,1965,31.80 ,3163.23 ,2391.27 ,209037.42  ,23.69,             
1    ,1966,31.80 ,3174.78 ,2400.54 ,210578.51  ,24.06,             
2    ,1966,32.00 ,3186.92 ,2349.22 ,207340.60  ,23.70,             
3    ,1966,32.10 ,3199.27 ,2416.25 ,203344.71  ,22.61,             
4    ,1966,32.30 ,3211.51 ,2410.75 ,208052.87  ,23.11,             
5    ,1966,32.30 ,3223.87 ,2418.50 ,197328.39  ,21.85,             
6    ,1966,32.40 ,3236.34 ,2396.49 ,194684.20  ,21.56,             
7    ,1966,32.50 ,3248.47 ,2391.62 ,192618.91  ,21.38,             
8    ,1966,32.70 ,3261.47 ,2345.14 ,178197.70  ,19.91,             
9    ,1966,32.70 ,3274.95 ,2418.00 ,177505.53  ,19.16,             
10   ,1966,32.90 ,3289.60 ,2437.49 ,186499.67  ,18.83,             
11   ,1966,32.90 ,3304.27 ,2419.46 ,187637.59  ,19.71,             
12   ,1966,32.90 ,3318.92 ,2521.60 ,187915.10  ,19.74,             
1    ,1967,32.90 ,3332.63 ,2555.05 ,203171.44  ,20.43,             
2    ,1967,32.90 ,3345.74 ,2525.17 ,204136.83  ,21.07,             
3    ,1967,33.00 ,3358.46 ,2578.76 ,212751.22  ,21.44,             
4    ,1967,33.10 ,3370.38 ,2532.81 ,222306.85  ,21.69,             
5    ,1967,33.20 ,3381.16 ,2537.01 ,211221.07  ,21.95,             
6    ,1967,33.30 ,3391.31 ,2467.92 ,215493.16  ,21.55,             
7    ,1967,33.40 ,3401.31 ,2490.12 ,225842.71  ,21.80,             
8    ,1967,33.50 ,3413.25 ,2479.77 ,231695.47  ,22.03,             
9    ,1967,33.60 ,3425.39 ,2483.03 ,231695.47  ,22.22,             
10   ,1967,33.70 ,3438.01 ,2431.84 ,225546.37  ,22.07,             
11   ,1967,33.80 ,3451.07 ,2424.72 ,226371.73  ,21.26,             
12   ,1967,33.90 ,3464.67 ,2443.75 ,232906.62  ,21.75,             
1    ,1968,34.10 ,3479.02 ,2584.01 ,223288.02  ,21.51,             
2    ,1968,34.20 ,3493.52 ,2592.04 ,216911.19  ,20.43,             
3    ,1968,34.30 ,3508.02 ,2565.23 ,219546.84  ,19.93,             
4    ,1968,34.40 ,3523.13 ,2581.41 ,237822.58  ,21.28,             
5    ,1968,34.50 ,3538.93 ,2570.54 ,241407.66  ,21.63,             
6    ,1968,34.70 ,3555.62 ,2626.06 ,244218.41  ,22.00,             
7    ,1968,34.90 ,3571.98 ,2688.53 ,240325.08  ,21.75,             
8    ,1968,35.00 ,3587.78 ,2694.50 ,253712.98  ,21.14,             
9    ,1968,35.10 ,3603.00 ,2692.43 ,253712.98  ,21.68,             
10   ,1968,35.30 ,3618.58 ,2680.44 ,256174.10  ,22.00,             
11   ,1968,35.40 ,3634.72 ,2658.83 ,269094.46  ,22.20,             
12   ,1968,35.50 ,3651.22 ,2596.88 ,258531.79  ,22.28,             
1    ,1969,35.60 ,3669.36 ,2604.39 ,257059.11  ,21.20,             
2    ,1969,35.80 ,3688.13 ,2604.43 ,245526.04  ,20.90,             
3    ,1969,36.10 ,3706.94 ,2610.37 ,254628.50  ,20.20,             
4    ,1969,36.30 ,3725.54 ,2643.36 ,260751.41  ,20.43,             
5    ,1969,36.40 ,3744.51 ,2588.05 ,260829.96  ,20.97,             
6    ,1969,36.60 ,3763.35 ,2570.24 ,246990.70  ,19.71,             
7    ,1969,36.80 ,3783.55 ,2597.83 ,232790.77  ,18.68,             
8    ,1969,37.00 ,3805.62 ,2580.23 ,242785.47  ,18.43,             
9    ,1969,37.10 ,3827.76 ,2470.96 ,237376.84  ,18.40,             
10   ,1969,37.30 ,3850.37 ,2590.45 ,248243.95  ,18.45,             
11   ,1969,37.50 ,3872.83 ,2540.55 ,240456.81  ,18.44,             
12   ,1969,37.70 ,3896.20 ,2450.53 ,236645.64  ,17.33,100.00       
1    ,1970,37.80 ,3921.59 ,2489.52 ,219228.22  ,17.09,97.66        
2    ,1970,38.00 ,3947.31 ,2663.21 ,231460.92  ,16.37,96.15        
3    ,1970,38.20 ,3970.76 ,2643.92 ,232480.93  ,16.53,95.86        
4    ,1970,38.50 ,3992.70 ,2522.28 ,212132.53  ,15.87,85.56        
5    ,1970,38.60 ,4014.36 ,2515.39 ,199888.42  ,13.98,79.01        
6    ,1970,38.80 ,4037.24 ,2581.14 ,190578.98  ,13.80,79.62        
7    ,1970,39.00 ,4059.72 ,2653.97 ,205244.60  ,13.73,82.50        
8    ,1970,39.00 ,4081.54 ,2649.34 ,215067.99  ,14.10,83.87        
9    ,1970,39.20 ,4103.34 ,2704.37 ,223104.67  ,14.84,86.21        
10   ,1970,39.40 ,4124.27 ,2712.99 ,221017.98  ,15.06,83.61        
11   ,1970,39.60 ,4144.58 ,2900.55 ,232199.23  ,14.95,80.54        
12   ,1970,39.80 ,4162.82 ,2914.11 ,246077.56  ,15.87,83.17        
1    ,1971,39.80 ,4179.71 ,3019.11 ,256729.46  ,16.46,86.82        
2    ,1971,39.90 ,4195.18 ,3023.32 ,259751.96  ,17.03,87.64        
3    ,1971,40.00 ,4208.11 ,3178.67 ,270005.48  ,17.40,91.87        
4    ,1971,40.10 ,4219.96 ,3066.27 ,280498.15  ,17.92,93.63        
5    ,1971,40.30 ,4233.54 ,3014.82 ,269537.83  ,17.56,94.16        
6    ,1971,40.60 ,4248.14 ,2961.03 ,270426.25  ,17.08,95.57        
7    ,1971,40.70 ,4264.96 ,2945.35 ,259948.98  ,16.89,97.78        
8    ,1971,40.80 ,4284.15 ,3087.66 ,270032.21  ,16.52,96.02        
9    ,1971,40.80 ,4301.79 ,3168.24 ,268852.40  ,16.86,95.53        
10   ,1971,40.90 ,4318.60 ,3214.71 ,258315.90  ,16.43,91.30        
11   ,1971,40.90 ,4334.65 ,3216.19 ,258360.10  ,15.64,92.74        
12   ,1971,41.10 ,4349.90 ,3241.62 ,281329.31  ,16.60,106.63       
1    ,1972,41.10 ,4364.43 ,3209.95 ,287131.49  ,17.26,114.13       
2    ,1972,41.30 ,4376.72 ,3238.11 ,294051.09  ,17.46,120.79       
3    ,1972,41.40 ,4388.40 ,3235.35 ,297555.37  ,17.81,121.79       
4    ,1972,41.50 ,4402.04 ,3247.08 ,299569.74  ,17.92,126.22       
5    ,1972,41.60 ,4415.65 ,3285.33 ,304953.90  ,17.66,134.55       
6    ,1972,41.70 ,4429.22 ,3277.74 ,299505.29  ,17.64,129.71       
7    ,1972,41.90 ,4443.66 ,3301.80 ,300922.14  ,17.40,137.53       
8    ,1972,42.00 ,4458.39 ,3246.56 ,312008.63  ,17.94,138.92       
9    ,1972,42.10 ,4473.33 ,3235.50 ,311213.88  ,17.61,131.94       
10   ,1972,42.30 ,4490.70 ,3284.11 ,314851.64  ,17.53,131.48       
11   ,1972,42.40 ,4508.44 ,3333.18 ,330520.74  ,18.34,142.08       
12   ,1972,42.50 ,4526.40 ,3318.93 ,334600.73  ,18.65,144.92       
1    ,1973,42.60 ,4545.52 ,3305.18 ,329623.44  ,18.71,151.22       
2    ,1973,42.90 ,4566.01 ,3299.44 ,318016.62  ,17.89,166.42       
3    ,1973,43.30 ,4587.32 ,3296.38 ,318312.57  ,17.41,169.83       
4    ,1973,43.60 ,4610.60 ,3321.99 ,306091.32  ,16.94,157.90       
5    ,1973,43.90 ,4634.66 ,3286.10 ,301079.45  ,16.31,160.32       
6    ,1973,44.20 ,4659.22 ,3302.72 ,299870.17  ,15.81,162.22       
7    ,1973,44.30 ,4687.14 ,3208.35 ,312043.16  ,15.89,162.00       
8    ,1973,45.10 ,4718.42 ,3269.58 ,301382.57  ,15.28,152.89       
9    ,1973,45.20 ,4752.51 ,3372.19 ,314255.67  ,15.48,155.38       
10   ,1973,45.60 ,4785.34 ,3437.94 ,314665.93  ,15.91,158.02       
11   ,1973,45.90 ,4814.14 ,3462.11 ,279655.70  ,14.65,131.82       
12   ,1973,46.20 ,4845.55 ,3429.56 ,285109.12  ,13.49,125.50       
1    ,1974,46.60 ,4875.63 ,3424.79 ,283082.21  ,13.53,130.86       
2    ,1974,47.20 ,4907.20 ,3442.35 ,282897.70  ,12.96,135.80       
3    ,1974,47.80 ,4936.32 ,3366.93 ,277154.59  ,13.31,131.86       
4    ,1974,48.00 ,4969.06 ,3329.37 ,267192.61  ,12.55,133.66       
5    ,1974,48.60 ,5003.55 ,3383.35 ,259090.91  ,12.00,126.22       
6    ,1974,49.00 ,5037.87 ,3376.30 ,256157.09  ,11.89,119.39       
7    ,1974,49.40 ,5071.04 ,3339.54 ,237122.22  ,10.39,115.64       
8    ,1974,50.00 ,5102.94 ,3310.96 ,216610.37  ,9.82 ,103.20       
9    ,1974,50.60 ,5141.04 ,3372.56 ,191659.40  ,8.68 ,96.85        
10   ,1974,51.10 ,5175.57 ,3430.22 ,223813.50  ,8.75 ,96.35        
11   ,1974,51.50 ,5207.75 ,3488.53 ,212820.56  ,8.95 ,99.07        
12   ,1974,51.90 ,5240.17 ,3569.81 ,209444.24  ,8.29 ,97.66        
1    ,1975,52.10 ,5271.39 ,3559.47 ,236101.32  ,8.92 ,113.72       
2    ,1975,52.50 ,5298.89 ,3599.06 ,251178.81  ,9.76 ,127.14       
3    ,1975,52.70 ,5323.18 ,3487.87 ,257568.81  ,10.16,125.27       
4    ,1975,52.90 ,5347.53 ,3440.53 ,270698.10  ,10.23,129.65       
5    ,1975,53.20 ,5372.53 ,3528.27 ,283594.71  ,10.82,128.95       
6    ,1975,53.60 ,5395.94 ,3571.27 ,297126.89  ,11.01,124.48       
7    ,1975,54.20 ,5419.96 ,3536.90 ,277989.99  ,10.90,119.38       
8    ,1975,54.30 ,5447.64 ,3556.25 ,273100.96  ,10.09,118.36       
9    ,1975,54.60 ,5476.88 ,3518.35 ,264610.31  ,9.92 ,112.11       
10   ,1975,54.90 ,5506.18 ,3682.58 ,281888.53  ,10.33,119.62       
11   ,1975,55.30 ,5533.53 ,3649.40 ,289823.50  ,10.44,122.22       
12   ,1975,55.50 ,5558.80 ,3770.37 ,287462.24  ,10.25,123.89       
1    ,1976,55.60 ,5584.00 ,3784.40 ,322451.17  ,11.19,130.33       
2    ,1976,55.80 ,5606.66 ,3816.81 ,319757.49  ,11.59,129.69       
3    ,1976,55.90 ,5629.46 ,3870.52 ,330556.49  ,11.63,126.88       
4    ,1976,56.10 ,5652.92 ,3892.56 ,327929.89  ,11.69,126.34       
5    ,1976,56.50 ,5675.81 ,3840.70 ,324229.43  ,11.53,122.97       
6    ,1976,56.80 ,5700.41 ,3892.59 ,338514.26  ,11.54,124.12       
7    ,1976,57.10 ,5726.10 ,3918.09 ,336828.39  ,11.76,122.02       
8    ,1976,57.40 ,5751.06 ,3997.99 ,344806.18  ,11.60,121.29       
9    ,1976,57.60 ,5775.69 ,4053.94 ,344806.18  ,11.81,119.01       
10   ,1976,57.90 ,5800.14 ,4116.03 ,338246.40  ,11.35,111.56       
11   ,1976,58.00 ,5823.93 ,4260.40 ,336727.02  ,11.25,110.96       
12   ,1976,58.20 ,5846.98 ,4345.25 ,355517.78  ,11.60,123.09       
1    ,1977,58.50 ,5868.17 ,4195.08 ,338709.44  ,11.44,121.62       
2    ,1977,59.10 ,5890.77 ,4206.46 ,332532.69  ,11.01,123.75       
3    ,1977,59.50 ,5913.69 ,4241.32 ,329032.78  ,10.90,123.66       
4    ,1977,60.00 ,5936.36 ,4258.75 ,330314.57  ,10.64,126.13       
5    ,1977,60.30 ,5958.82 ,4305.87 ,323750.06  ,10.55,125.08       
6    ,1977,60.70 ,5983.45 ,4386.45 ,339659.36  ,10.53,127.66       
7    ,1977,61.00 ,6008.48 ,4346.37 ,335416.35  ,10.57,125.52       
8    ,1977,61.20 ,6034.47 ,4415.61 ,329630.91  ,10.27,129.67       
9    ,1977,61.40 ,6062.07 ,4402.80 ,330090.28  ,10.07,133.07       
10   ,1977,61.60 ,6091.43 ,4366.60 ,317093.78  ,9.77 ,134.70       
11   ,1977,61.90 ,6122.69 ,4415.46 ,326979.54  ,9.77 ,133.93       
12   ,1977,62.10 ,6153.82 ,4373.86 ,329252.22  ,9.68 ,138.65       
1    ,1978,62.50 ,6184.95 ,4354.48 ,310383.87  ,9.24 ,139.16       
2    ,1978,62.90 ,6218.14 ,4353.96 ,304088.07  ,9.05 ,140.12       
3    ,1978,63.40 ,6251.56 ,4350.95 ,313066.62  ,8.95 ,149.40       
4    ,1978,63.90 ,6284.33 ,4354.22 ,341243.35  ,9.26 ,148.02       
5    ,1978,64.50 ,6317.27 ,4331.83 ,344130.39  ,9.63 ,151.07       
6    ,1978,65.20 ,6351.01 ,4304.68 ,339526.84  ,9.55 ,156.71       
7    ,1978,65.70 ,6386.63 ,4352.88 ,359318.63  ,9.43 ,169.66       
8    ,1978,66.00 ,6423.94 ,4433.75 ,370126.47  ,10.02,172.64       
9    ,1978,66.50 ,6461.84 ,4414.59 ,368939.32  ,9.94 ,177.21       
10   ,1978,67.10 ,6504.11 ,4330.13 ,336673.43  ,9.53 ,185.30       
11   ,1978,67.40 ,6547.42 ,4391.29 ,343801.60  ,8.93 ,169.33       
12   ,1978,67.70 ,6594.56 ,4340.20 ,350455.75  ,9.01 ,176.99       
1    ,1979,68.30 ,6644.46 ,4431.10 ,365964.01  ,9.26 ,177.85       
2    ,1979,69.10 ,6696.23 ,4401.61 ,354183.65  ,9.00 ,177.01       
3    ,1979,69.80 ,6748.24 ,4452.31 ,375311.99  ,9.07 ,181.47       
4    ,1979,70.60 ,6801.55 ,4417.85 ,377584.77  ,9.13 ,180.68       
5    ,1979,71.50 ,6855.17 ,4535.58 ,369291.84  ,8.79 ,177.65       
6    ,1979,72.30 ,6910.07 ,4643.88 ,385225.98  ,8.85 ,180.85       
7    ,1979,73.10 ,6962.24 ,4618.16 ,390314.50  ,8.83 ,181.30       
8    ,1979,73.80 ,7015.85 ,4584.81 ,412757.85  ,9.13 ,186.62       
9    ,1979,74.60 ,7071.51 ,4561.59 ,414491.43  ,9.11 ,195.02       
10   ,1979,75.20 ,7131.97 ,4242.94 ,387840.37  ,8.68 ,178.32       
11   ,1979,75.90 ,7201.51 ,4372.10 ,406164.48  ,8.52 ,181.66       
12   ,1979,76.70 ,7272.26 ,4423.68 ,414774.58  ,8.75 ,188.11       
1    ,1980,77.80 ,7345.23 ,4246.59 ,440532.86  ,8.85 ,199.14       
2    ,1980,78.90 ,7418.68 ,3910.58 ,440467.47  ,9.05 ,200.98       
3    ,1980,80.10 ,7498.18 ,3969.98 ,397502.81  ,8.08 ,175.39       
4    ,1980,81.00 ,7593.16 ,4473.64 ,415784.03  ,7.84 ,190.40       
5    ,1980,81.80 ,7676.68 ,4653.09 ,437083.79  ,8.10 ,199.66       
6    ,1980,82.70 ,7731.57 ,4738.16 ,450816.48  ,8.51 ,211.80       
7    ,1980,82.70 ,7777.12 ,4590.58 ,482133.49  ,8.88 ,211.12       
8    ,1980,83.30 ,7829.36 ,4421.82 ,486951.41  ,9.07 ,217.53       
9    ,1980,84.00 ,7888.93 ,4384.89 ,501220.23  ,9.20 ,224.73       
10   ,1980,84.80 ,7956.44 ,4278.51 ,511300.03  ,9.36 ,231.75       
11   ,1980,85.50 ,8033.49 ,4259.64 ,565702.71  ,9.65 ,227.65       
12   ,1980,86.30 ,8125.41 ,4376.23 ,548607.74  ,9.39 ,225.42       
1    ,1981,87.00 ,8230.29 ,4359.24 ,525628.92  ,9.26 ,220.36       
2    ,1981,87.90 ,8333.31 ,4229.83 ,534729.11  ,8.83 ,216.73       
3    ,1981,88.50 ,8436.02 ,4346.89 ,556129.68  ,9.08 ,224.64       
4    ,1981,89.10 ,8529.94 ,4170.23 ,545262.03  ,9.09 ,228.79       
5    ,1981,89.80 ,8627.25 ,4358.42 ,546545.31  ,8.82 ,220.35       
6    ,1981,90.60 ,8744.44 ,4323.59 ,543051.83  ,8.77 ,219.81       
7    ,1981,91.60 ,8851.77 ,4191.15 ,544100.27  ,8.45 ,210.30       
8    ,1981,92.30 ,8962.05 ,4083.55 ,512570.32  ,8.40 ,214.62       
9    ,1981,93.20 ,9077.89 ,4046.61 ,487245.04  ,7.58 ,192.05       
10   ,1981,93.40 ,9189.09 ,4362.67 ,513509.50  ,7.65 ,193.69       
11   ,1981,93.70 ,9292.77 ,4781.94 ,534627.81  ,7.81 ,214.45       
12   ,1981,94.00 ,9376.87 ,4619.24 ,520886.57  ,7.83 ,210.83       
1    ,1982,94.30 ,9461.66 ,4633.70 ,514127.83  ,7.39 ,206.75       
2    ,1982,94.60 ,9558.48 ,4715.62 ,485389.18  ,7.18 ,192.05       
3    ,1982,94.50 ,9665.85 ,4733.12 ,482856.45  ,6.95 ,181.97       
4    ,1982,94.90 ,9767.99 ,4868.24 ,504625.72  ,7.26 ,191.76       
5    ,1982,95.80 ,9871.37 ,4966.61 ,487324.35  ,7.19 ,188.45       
6    ,1982,97.00 ,9970.82 ,4833.29 ,479907.48  ,6.69 ,172.90       
7    ,1982,97.50 ,10074.43,5091.95 ,471374.78  ,6.64 ,171.49       
8    ,1982,97.70 ,10169.72,5397.44 ,528555.37  ,6.64 ,173.60       
9    ,1982,97.90 ,10243.28,5790.47 ,535105.33  ,7.40 ,172.30       
10   ,1982,98.20 ,10310.89,6195.05 ,596706.54  ,8.00 ,174.34       
11   ,1982,98.00 ,10377.14,6221.75 ,620816.82  ,8.35 ,186.91       
12   ,1982,97.60 ,10446.92,6435.00 ,632790.14  ,8.47 ,201.99       
1    ,1983,97.80 ,10516.05,6328.26 ,656350.39  ,8.76 ,201.24       
2    ,1983,97.90 ,10584.93,6586.42 ,671409.56  ,8.91 ,205.17       
3    ,1983,97.90 ,10656.46,6507.80 ,696242.32  ,9.23 ,212.31       
4    ,1983,98.60 ,10730.61,6701.58 ,751037.77  ,9.53 ,225.19       
5    ,1983,99.20 ,10804.03,6548.65 ,744404.58  ,9.87 ,224.46       
6    ,1983,99.50 ,10877.77,6550.35 ,773367.51  ,10.00,229.07       
7    ,1983,99.90 ,10957.45,6313.50 ,750521.46  ,10.01,229.26       
8    ,1983,100.20,11040.36,6296.33 ,761711.04  ,9.73 ,225.76       
9    ,1983,100.70,11126.29,6557.69 ,772192.99  ,9.98 ,232.29       
10   ,1983,101.00,11209.74,6507.80 ,763225.87  ,10.00,229.18       
11   ,1983,101.20,11290.45,6612.77 ,779282.40  ,9.85 ,236.16       
12   ,1983,101.30,11372.87,6605.06 ,775165.88  ,9.82 ,244.43       
1    ,1984,101.90,11458.16,6727.27 ,770831.60  ,9.89 ,252.02       
2    ,1984,102.40,11543.14,6651.61 ,743699.13  ,9.32 ,254.93       
3    ,1984,102.60,11630.58,6536.07 ,756570.40  ,9.33 ,274.57       
4    ,1984,103.10,11722.85,6498.67 ,763602.46  ,9.31 ,269.28       
5    ,1984,103.40,11817.51,6188.12 ,721186.75  ,9.23 ,243.38       
6    ,1984,103.70,11914.32,6283.56 ,736696.05  ,9.01 ,241.76       
7    ,1984,104.10,12012.32,6687.47 ,727535.17  ,8.87 ,225.47       
8    ,1984,104.50,12113.62,6804.48 ,807866.95  ,9.62 ,245.57       
9    ,1984,105.00,12219.31,7000.60 ,808034.51  ,9.69 ,242.77       
10   ,1984,105.30,12324.91,7349.63 ,811036.01  ,9.60 ,246.73       
11   ,1984,105.30,12424.94,7511.14 ,801841.38  ,9.69 ,242.78       
12   ,1984,105.30,12514.09,7596.63 ,822856.26  ,9.60 ,245.97       
1    ,1985,105.50,12598.14,7838.88 ,886955.24  ,10.00,252.44       
2    ,1985,106.00,12679.61,7578.46 ,897762.14  ,10.49,249.60       
3    ,1985,106.40,12767.00,7769.66 ,898348.49  ,10.37,267.78       
4    ,1985,106.90,12857.64,7955.42 ,897425.53  ,10.40,266.54       
5    ,1985,107.30,12942.82,8586.12 ,949148.49  ,10.61,276.68       
6    ,1985,107.60,13023.50,8675.26 ,963891.69  ,10.81,282.28       
7    ,1985,107.80,13098.93,8583.68 ,962504.52  ,11.00,295.33       
8    ,1985,108.00,13176.21,8810.57 ,954256.37  ,10.74,302.87       
9    ,1985,108.30,13254.61,8870.09 ,924429.07  ,10.47,316.96       
10   ,1985,108.70,13333.03,9109.05 ,967066.34  ,10.55,334.82       
11   ,1985,109.00,13412.59,9421.79 ,1033341.30 ,11.16,348.87       
12   ,1985,109.30,13493.51,9846.86 ,1083270.48 ,11.69,363.19       
1    ,1986,109.60,13573.35,9871.90 ,1089263.50 ,11.72,371.03       
2    ,1986,109.30,13653.32,10577.82,1170567.48 ,12.39,408.82       
3    ,1986,108.80,13733.64,11182.14,1235816.97 ,13.19,463.47       
4    ,1986,108.60,13808.72,11258.48,1221824.96 ,13.55,491.33       
5    ,1986,108.90,13878.45,10837.60,1286693.06 ,13.56,470.01       
6    ,1986,109.50,13949.58,11426.49,1308359.95 ,13.89,498.79       
7    ,1986,109.50,14021.77,11504.13,1235163.54 ,13.62,526.02       
8    ,1986,109.70,14089.89,11880.08,1326681.46 ,13.89,576.30       
9    ,1986,110.20,14154.82,11556.73,1216931.12 ,13.47,570.45       
10   ,1986,110.30,14216.28,11713.81,1287158.99 ,13.43,533.67       
11   ,1986,110.40,14277.65,11935.71,1318441.14 ,13.87,562.83       
12   ,1986,110.50,14341.30,11942.88,1284796.00 ,14.09,590.84       
1    ,1987,111.20,14407.39,12054.99,1457773.33 ,14.92,653.95       
2    ,1987,111.60,14472.58,12119.03,1515290.29 ,15.82,673.67       
3    ,1987,112.10,14540.00,11934.83,1558985.34 ,16.43,729.77       
4    ,1987,112.70,14607.73,11468.80,1544923.40 ,16.20,801.64       
5    ,1987,113.10,14676.39,11338.60,1558053.56 ,16.16,800.30       
6    ,1987,113.50,14745.61,11500.77,1636516.58 ,16.83,776.52       
7    ,1987,113.80,14815.29,11372.57,1719323.76 ,17.31,778.90       
8    ,1987,114.40,14885.54,11206.37,1783329.33 ,18.33,833.52       
9    ,1987,115.00,14960.46,10845.81,1744134.13 ,17.68,820.22       
10   ,1987,115.30,15040.25,11469.17,1368537.43 ,15.53,700.30       
11   ,1987,115.40,15117.08,11472.60,1255729.38 ,13.59,704.73       
12   ,1987,115.40,15188.76,11678.15,1351231.68 ,13.39,725.29       
1    ,1988,115.70,15261.79,12207.09,1397279.02 ,13.90,735.68       
2    ,1988,116.00,15335.69,12371.66,1473705.53 ,14.30,783.53       
3    ,1988,116.50,15408.02,12127.71,1428177.75 ,14.67,830.44       
4    ,1988,117.10,15481.21,11979.87,1445623.23 ,14.43,841.25       
5    ,1988,117.50,15557.45,11815.57,1456462.40 ,14.03,813.29       
6    ,1988,118.00,15638.61,12200.18,1523302.10 ,14.77,794.00       
7    ,1988,118.50,15722.80,12055.22,1518998.15 ,14.61,816.33       
8    ,1988,119.00,15810.98,12046.27,1466005.46 ,14.24,762.79       
9    ,1988,119.80,15904.00,12438.57,1528464.65 ,14.37,794.24       
10   ,1988,120.20,15999.95,12709.73,1571022.87 ,14.81,859.65       
11   ,1988,120.30,16097.95,12467.68,1548633.60 ,14.45,907.92       
12   ,1988,120.50,16202.05,12497.59,1562163.41 ,14.70,912.46       
1    ,1989,121.10,16311.01,12698.16,1691030.27 ,15.09,929.67       
2    ,1989,121.60,16423.42,12542.26,1648887.68 ,15.47,932.36       
3    ,1989,122.30,16540.16,12655.80,1687355.24 ,15.30,914.32       
4    ,1989,123.10,16661.73,12984.45,1772493.55 ,15.69,922.25       
5    ,1989,123.80,16781.84,13441.17,1846776.30 ,16.19,873.08       
6    ,1989,124.10,16899.73,13985.57,1836303.54 ,16.64,859.14       
7    ,1989,124.40,17014.51,14341.28,2002101.22 ,17.01,964.04       
8    ,1989,124.60,17126.24,14024.29,2041241.44 ,17.73,922.17       
9    ,1989,125.00,17238.98,14074.85,2043106.30 ,17.71,960.91       
10   ,1989,125.60,17350.32,14538.77,1985754.97 ,17.64,923.10       
11   ,1989,125.90,17460.78,14711.95,2026251.45 ,17.24,967.28       
12   ,1989,126.10,17572.68,14720.66,2111843.68 ,17.65,1001.56      
1    ,1990,127.40,17684.41,14341.48,1935611.52 ,17.05,961.84       
2    ,1990,128.00,17797.00,14365.64,1960543.79 ,16.51,895.58       
3    ,1990,128.70,17911.79,14333.83,2005541.10 ,16.83,805.34       
4    ,1990,128.90,18029.71,14070.61,1962288.34 ,16.81,795.14       
5    ,1990,129.20,18146.45,14594.17,2153619.86 ,17.39,883.03       
6    ,1990,129.90,18263.50,14865.63,2148216.69 ,17.82,874.03       
7    ,1990,130.40,18381.14,15039.98,2132231.38 ,17.75,885.50       
8    ,1990,131.60,18497.87,14651.17,1939499.84 ,16.17,800.42       
9    ,1990,132.70,18612.71,14798.33,1899320.55 ,15.30,691.12       
10   ,1990,133.50,18726.86,15075.54,1837255.11 ,14.82,790.97       
11   ,1990,133.80,18838.76,15583.08,1956015.63 ,15.19,745.78       
12   ,1990,133.80,18949.59,15880.39,2010501.30 ,15.85,757.36       
1    ,1991,134.60,19056.03,16041.00,2098062.30 ,15.61,779.21       
2    ,1991,134.80,19154.80,16159.18,2248104.36 ,17.35,859.96       
3    ,1991,135.00,19249.62,16234.47,2279085.13 ,17.82,809.08       
4    ,1991,135.20,19344.42,16376.30,2307993.22 ,18.16,815.95       
5    ,1991,135.60,19435.50,16441.58,2407558.24 ,18.04,824.57       
6    ,1991,136.00,19523.93,16353.85,2339187.27 ,18.02,764.93       
7    ,1991,136.20,19614.55,16510.21,2404337.11 ,18.10,800.02       
8    ,1991,136.60,19705.76,17052.40,2441218.71 ,18.51,783.34       
9    ,1991,137.20,19793.29,17574.58,2420109.14 ,18.36,823.43       
10   ,1991,137.40,19879.39,17683.98,2452648.51 ,18.35,835.06       
11   ,1991,137.80,19962.05,17903.18,2393547.16 ,18.29,795.89       
12   ,1991,137.90,20037.91,18858.73,2623018.11 ,18.44,833.60       
1    ,1992,138.10,20105.87,18200.49,2574137.96 ,19.77,815.94       
2    ,1992,138.60,20169.54,18362.58,2607475.78 ,19.58,786.34       
3    ,1992,139.30,20234.08,18129.55,2556763.57 ,19.28,733.69       
4    ,1992,139.50,20302.20,18155.00,2631833.82 ,19.30,735.16       
5    ,1992,139.70,20365.65,18629.59,2658045.79 ,19.66,781.11       
6    ,1992,140.20,20427.26,18994.01,2605386.69 ,19.32,744.41       
7    ,1992,140.50,20489.56,19679.84,2711826.00 ,19.62,725.58       
8    ,1992,140.90,20544.37,19930.43,2656323.12 ,19.72,766.65       
9    ,1992,141.30,20597.95,20398.91,2687539.04 ,19.71,748.27       
