Month,Year,CPI   ,Cash    ,10Y BM  ,SPX-TR     ,CAPE ,MsciWorldExUs
10   ,1992,141.80,20647.90,19892.24,2723917.52 ,19.37,710.05       
11   ,1992,142.00,20697.12,19794.80,2788651.73 ,19.83,713.82       
12   ,1992,141.90,20751.10,20263.33,2822875.50 ,20.45,716.89       
1    ,1993,142.60,20806.78,20829.03,2871296.27 ,20.32,715.25       
2    ,1993,143.10,20858.80,21499.67,2876951.02 ,20.55,736.60       
3    ,1993,143.60,20909.73,21607.71,2946147.77 ,20.86,798.02       
4    ,1993,144.00,20961.13,21684.39,2874938.50 ,20.46,870.82       
5    ,1993,144.20,21011.26,21618.42,2976122.28 ,20.52,888.39       
6    ,1993,144.40,21063.09,22312.71,2960486.97 ,20.61,873.66       
7    ,1993,144.40,21116.98,22370.96,2962745.59 ,20.56,902.02       
8    ,1993,144.80,21170.48,23121.11,3060456.68 ,20.81,947.35       
9    ,1993,145.10,21223.75,23312.59,3036990.05 ,20.99,923.98       
10   ,1993,145.70,21275.93,23365.33,3108943.08 ,21.11,953.63       
11   ,1993,145.80,21329.47,22786.00,3070262.24 ,21.04,871.49       
12   ,1993,145.80,21384.58,22896.71,3107384.47 ,21.16,932.74       
1    ,1994,146.20,21439.11,23229.97,3213025.33 ,21.41,1009.09      
2    ,1994,146.70,21492.35,22579.34,3125819.81 ,21.26,1003.33      
3    ,1994,147.20,21550.55,21691.61,2989542.72 ,20.83,958.95       
4    ,1994,147.40,21613.41,21361.22,3043044.01 ,20.06,996.56       
5    ,1994,147.50,21679.69,21317.27,3077568.56 ,20.20,990.13       
6    ,1994,148.00,21754.49,21184.25,3002131.90 ,20.29,1000.30      
7    ,1994,148.40,21829.54,21653.64,3120154.13 ,20.07,1010.06      
8    ,1994,149.00,21908.31,21672.61,3227840.32 ,20.54,1034.02      
9    ,1994,149.40,21990.10,21140.91,3148909.09 ,20.58,1002.57      
10   ,1994,149.50,22074.76,20989.13,3219653.52 ,20.40,1032.82      
11   ,1994,149.70,22165.82,20976.19,3102375.05 ,20.21,981.36       
12   ,1994,149.70,22263.53,21219.69,3147410.64 ,19.91,986.73       
1    ,1995,150.30,22367.43,21726.59,3230066.12 ,20.22,946.51       
2    ,1995,150.90,22473.86,22467.68,3355947.01 ,20.80,944.53       
3    ,1995,151.40,22581.92,22635.40,3454970.62 ,21.15,1001.37      
4    ,1995,151.90,22689.75,22985.43,3554459.07 ,21.64,1036.89      
5    ,1995,152.20,22796.58,24450.82,3698862.80 ,22.20,1025.07      
6    ,1995,152.50,22904.30,24741.68,3784777.69 ,22.72,1006.99      
7    ,1995,152.50,23008.70,24437.12,3910292.17 ,23.38,1066.53      
8    ,1995,152.90,23112.62,24875.55,3920119.61 ,23.28,1025.98      
9    ,1995,153.20,23216.63,25208.05,4066858.52 ,23.95,1043.68      
10   ,1995,153.70,23318.78,25599.46,4070954.65 ,23.93,1014.93      
11   ,1995,153.60,23421.39,26245.18,4249664.17 ,24.35,1042.14      
12   ,1995,153.50,23526.00,26724.77,4365285.60 ,25.03,1081.50      
1    ,1996,154.40,23626.77,26809.28,4478949.18 ,24.76,1086.46      
2    ,1996,154.90,23725.22,25902.05,4520473.80 ,25.98,1088.19      
3    ,1996,155.70,23820.71,25637.00,4622220.87 ,25.63,1109.79      
4    ,1996,156.30,23919.17,25178.30,4631277.21 ,25.42,1141.13      
5    ,1996,156.60,24017.84,24971.49,4750715.85 ,25.81,1120.18      
6    ,1996,156.70,24118.31,25333.46,4806924.20 ,25.97,1123.58      
7    ,1996,157.00,24220.61,25346.53,4558148.38 ,24.86,1089.20      
8    ,1996,157.30,24324.56,25196.70,4673802.62 ,25.41,1091.84      
9    ,1996,157.80,24426.93,25787.20,4916267.44 ,25.68,1119.93      
10   ,1996,158.30,24530.54,26601.06,5051860.93 ,26.48,1110.96      
11   ,1996,158.60,24632.54,27356.63,5430515.34 ,27.59,1155.26      
12   ,1996,158.60,24735.79,26759.82,5326050.27 ,27.72,1137.72      
1    ,1997,159.10,24837.01,26707.77,5658794.09 ,28.33,1100.82      
2    ,1997,159.60,24941.11,26794.50,5703146.08 ,29.27,1116.05      
3    ,1997,160.00,25045.24,26246.34,5468911.80 ,28.80,1115.69      
4    ,1997,160.20,25152.52,26782.99,5795295.40 ,27.59,1121.06      
5    ,1997,160.10,25260.68,27030.95,6134290.05 ,29.93,1193.46      
6    ,1997,160.30,25366.98,27499.50,6423578.76 ,31.26,1255.69      
7    ,1997,160.50,25471.20,28658.41,6934687.57 ,32.77,1277.30      
8    ,1997,160.80,25578.39,28134.31,6750908.46 ,32.59,1181.75      
9    ,1997,161.20,25687.95,28742.42,6904707.59 ,32.67,1246.60      
10   ,1997,161.60,25793.91,29490.40,6674110.07 ,32.90,1151.05      
11   ,1997,161.50,25900.74,29590.24,7124859.70 ,32.34,1136.68      
12   ,1997,161.30,26011.68,29977.17,7102995.43 ,33.03,1146.03      
1    ,1998,161.60,26123.53,30615.47,7335386.72 ,32.86,1193.40      
2    ,1998,161.90,26233.25,30552.04,7687665.10 ,34.71,1269.59      
3    ,1998,162.20,26344.53,30581.71,8093811.18 ,36.30,1309.74      
4    ,1998,162.50,26454.95,30703.49,8175241.65 ,37.28,1318.35      
5    ,1998,162.80,26564.08,31124.23,8036180.94 ,36.96,1309.95      
6    ,1998,163.00,26674.76,31548.20,8361087.96 ,36.80,1315.35      
7    ,1998,163.20,26785.46,31550.31,8272055.86 ,38.26,1322.40      
8    ,1998,163.40,26896.18,32775.92,7076105.33 ,35.42,1151.96      
9    ,1998,163.60,27006.00,34459.55,7529403.43 ,33.53,1117.47      
10   ,1998,164.00,27109.75,34068.67,8237706.31 ,33.77,1232.21      
11   ,1998,164.00,27199.21,33943.82,8635321.06 ,37.37,1293.07      
12   ,1998,163.90,27299.17,34309.63,9132932.86 ,38.82,1341.09      
1    ,1999,164.30,27399.04,34416.63,9465463.39 ,40.58,1339.76      
2    ,1999,164.50,27498.13,32957.25,9203228.85 ,40.40,1304.47      
3    ,1999,165.00,27599.88,33201.37,9587970.03 ,41.36,1357.29      
4    ,1999,166.20,27702.00,33074.51,9959268.91 ,42.70,1413.90      
5    ,1999,166.20,27801.03,32538.88,9667765.33 ,42.56,1340.89      
6    ,1999,166.20,27905.28,32283.53,10263755.42,42.18,1391.72      
7    ,1999,166.70,28011.56,32177.77,9938290.58 ,43.83,1430.15      
8    ,1999,167.10,28117.77,32193.98,9894080.78 ,41.93,1432.58      
9    ,1999,167.90,28228.36,32545.58,9622844.59 ,41.32,1446.42      
10   ,1999,168.20,28338.45,32417.96,10165743.54,40.55,1500.69      
11   ,1999,168.30,28453.22,32200.08,10439779.76,43.21,1551.58      
12   ,1999,168.30,28573.44,31733.08,11054642.69,44.20,1692.70      
1    ,2000,168.80,28697.26,31373.91,10499231.11,43.77,1588.32      
2    ,2000,169.80,28824.48,32151.55,10300483.90,42.19,1631.81      
3    ,2000,171.20,28957.80,33260.35,11308116.21,43.22,1697.19      
4    ,2000,171.30,29095.10,32940.46,11087422.69,43.53,1607.60      
5    ,2000,171.50,29232.34,32966.35,10742920.95,41.97,1567.09      
6    ,2000,172.40,29373.38,33777.15,11007769.58,42.78,1633.15      
7    ,2000,172.80,29512.66,33921.94,10835671.84,42.76,1569.16      
8    ,2000,172.80,29659.24,34880.69,11508722.82,42.87,1588.11      
9    ,2000,173.70,29809.76,34866.48,10899016.98,41.90,1504.29      
10   ,2000,174.00,29958.81,35112.71,10855053.27,39.37,1461.79      
11   ,2000,174.10,30111.35,36047.50,9999245.85 ,38.78,1401.39      
12   ,2000,174.00,30266.17,37196.41,9766515.50 ,37.27,1448.89      
1    ,2001,175.10,30411.70,37160.32,10404686.46,36.98,1451.20      
2    ,2001,175.80,30542.22,38105.53,9455969.55 ,35.83,1335.02      
3    ,2001,176.20,30666.42,38232.23,8746556.50 ,32.33,1241.33      
4    ,2001,176.90,30779.38,37168.66,9545204.00 ,32.17,1325.21      
5    ,2001,177.70,30878.64,37106.24,9609156.18 ,34.07,1277.88      
6    ,2001,178.00,30971.79,37302.70,9469400.93 ,33.07,1223.96      
7    ,2001,177.50,31061.87,38492.07,9282991.33 ,32.16,1201.95      
8    ,2001,177.50,31152.72,39316.54,8701859.98 ,31.40,1167.80      
9    ,2001,178.30,31239.95,40247.42,7980803.85 ,27.67,1048.44      
10   ,2001,177.70,31308.68,41356.03,8151698.45 ,28.58,1073.81      
11   ,2001,177.40,31365.04,39984.68,8776984.92 ,30.01,1115.18      
12   ,2001,176.70,31413.91,39255.06,8853876.28 ,30.50,1122.05      
1    ,2002,177.10,31458.15,39420.91,8724670.35 ,30.28,1064.50      
2    ,2002,177.80,31501.41,40172.01,8556411.71 ,29.09,1069.65      
3    ,2002,178.80,31546.56,38694.24,8871633.48 ,30.29,1123.41      
4    ,2002,179.80,31593.62,39805.19,8339945.57 ,29.01,1127.69      
5    ,2002,179.80,31638.64,40067.14,8278503.58 ,28.13,1138.76      
6    ,2002,179.90,31684.25,40925.56,7524383.07 ,26.39,1090.63      
7    ,2002,180.10,31729.14,42221.47,7089449.21 ,23.46,981.42       
8    ,2002,180.70,31773.56,43620.75,6839710.88 ,23.59,977.55       
9    ,2002,181.00,31816.45,45560.10,6360457.85 ,22.37,872.49       
10   ,2002,181.30,31859.67,44631.99,6920282.74 ,21.96,917.69       
11   ,2002,181.30,31901.62,43772.85,7313675.58 ,23.35,958.86       
12   ,2002,180.90,31934.32,45289.97,6897122.37 ,23.10,927.28       
1    ,2003,181.70,31965.99,44832.21,6716444.07 ,22.90,891.44       
2    ,2003,183.10,31997.15,46052.13,6615670.45 ,21.21,872.29       
3    ,2003,184.20,32028.35,45746.55,6679901.53 ,21.31,851.89       
4    ,2003,183.80,32058.51,45669.81,7230128.68 ,22.43,930.25       
5    ,2003,183.50,32088.70,47798.14,7638270.88 ,23.59,984.34       
6    ,2003,183.70,32117.31,47272.20,7708156.70 ,24.83,1006.03      
7    ,2003,183.90,32141.93,43904.01,7844061.91 ,24.87,1028.06      
8    ,2003,184.60,32166.04,44210.16,8108095.69 ,24.64,1052.01      
9    ,2003,185.20,32191.51,46163.47,7912115.69 ,25.24,1081.85      
10   ,2003,185.00,32216.72,44952.45,8359704.35 ,25.68,1148.89      
11   ,2003,184.50,32241.42,45078.34,8528608.32 ,25.95,1173.29      
12   ,2003,184.30,32266.41,45497.22,8875532.74 ,26.64,1262.71      
1    ,2004,185.20,32290.61,46066.06,9071583.83 ,27.66,1279.70      
2    ,2004,186.20,32314.29,46865.39,9252661.35 ,27.65,1307.57      
3    ,2004,187.40,32339.33,47519.07,9025820.90 ,26.89,1309.04      
4    ,2004,188.00,32364.66,45163.06,8884129.69 ,26.90,1271.12      
5    ,2004,189.10,32390.02,44863.33,9010256.68 ,25.90,1272.10      
6    ,2004,189.70,32417.55,45182.17,9181167.70 ,26.40,1298.99      
7    ,2004,189.40,32451.86,45795.00,8916778.44 ,25.70,1258.46      
8    ,2004,189.50,32487.82,47357.26,8913207.32 ,25.17,1260.49      
9    ,2004,189.90,32527.89,47481.88,9009742.62 ,25.67,1295.44      
10   ,2004,190.90,32572.62,47993.49,9149880.68 ,25.41,1341.20      
11   ,2004,191.00,32620.39,46966.01,9517504.52 ,26.47,1427.83      
12   ,2004,190.30,32676.66,47594.56,9841372.46 ,27.14,1487.23      
1    ,2005,190.70,32736.30,48149.72,9601488.91 ,26.59,1457.27      
2    ,2005,191.80,32799.86,47466.40,9803544.76 ,26.74,1519.57      
3    ,2005,193.30,32869.29,47105.60,9629943.09 ,26.34,1479.57      
4    ,2005,194.60,32944.34,48399.00,9490712.85 ,25.41,1436.59      
5    ,2005,194.40,33020.66,49399.94,9747905.16 ,25.65,1433.37      
6    ,2005,194.50,33098.81,49805.97,9761741.23 ,26.07,1453.89      
7    ,2005,195.40,33180.73,48615.52,10134390.90,26.29,1500.11      
8    ,2005,196.40,33269.76,49824.01,10032386.79,26.10,1537.71      
9    ,2005,198.80,33365.14,48716.34,10113642.26,25.73,1605.15      
10   ,2005,199.20,33460.23,47996.98,9945039.08 ,24.88,1552.56      
11   ,2005,197.60,33563.67,48490.21,10321183.31,25.93,1590.65      
12   ,2005,196.80,33672.20,49064.52,10494358.41,26.44,1663.54      
1    ,2006,198.30,33781.35,48693.03,10598156.28,26.47,1768.04      
2    ,2006,198.70,33900.71,48798.44,10626922.18,26.25,1759.96      
3    ,2006,199.80,34025.86,47782.54,10759212.51,26.33,1808.87      
4    ,2006,201.50,34153.74,47179.22,10858580.65,26.15,1890.90      
5    ,2006,202.50,34284.66,47190.37,10589843.70,25.65,1810.37      
6    ,2006,202.90,34419.52,47278.76,10604171.96,24.75,1804.39      
7    ,2006,203.50,34556.91,48090.46,10669578.84,24.70,1820.01      
8    ,2006,203.90,34699.46,49264.46,10923495.34,25.05,1867.19      
9    ,2006,202.90,34842.88,49856.77,11167239.86,25.64,1862.60      
10   ,2006,201.80,34982.54,50170.06,11570071.85,26.54,1935.25      
11   ,2006,201.50,35125.97,50972.93,11790136.46,26.93,1989.16      
12   ,2006,201.80,35270.57,50146.56,11943426.99,27.28,2045.04      
1    ,2007,202.42,35413.12,49862.44,12136311.65,27.21,2056.61      
2    ,2007,203.50,35560.09,51157.43,11898910.94,27.32,2070.83      
3    ,2007,205.35,35709.15,50982.53,12063357.83,26.23,2116.01      
4    ,2007,206.69,35856.15,51262.20,12564956.38,26.98,2205.29      
5    ,2007,207.95,36001.66,50360.38,13003444.96,27.55,2243.52      
6    ,2007,208.35,36143.57,50044.45,12924311.39,27.42,2242.06      
7    ,2007,208.30,36282.42,51267.22,12390939.09,27.41,2209.64      
8    ,2007,207.92,36428.16,52470.84,12576659.62,26.15,2172.45      
9    ,2007,208.49,36555.66,52458.46,13220501.73,26.73,2291.98      
10   ,2007,208.94,36674.16,53126.19,13254572.37,27.32,2389.57      
11   ,2007,210.18,36793.35,55563.71,12700418.62,25.73,2292.32      
12   ,2007,210.04,36893.61,55432.65,12612316.21,25.96,2247.97      
1    ,2008,211.08,36985.84,57313.56,11855816.77,24.02,2044.09      
2    ,2008,211.69,37070.60,58147.79,11470703.71,23.50,2077.85      
3    ,2008,213.53,37136.09,58700.50,11421156.36,22.61,2039.00      
4    ,2008,214.82,37175.09,57355.73,11977388.25,23.36,2143.18      
5    ,2008,216.63,37215.05,56199.68,12005497.90,23.70,2161.76      
6    ,2008,218.82,37268.70,56710.05,11109708.06,22.42,1990.71      
7    ,2008,219.96,37326.47,56898.61,11016300.91,20.91,1918.44      
8    ,2008,219.09,37377.17,57832.80,11130325.44,21.40,1839.81      
9    ,2008,218.78,37430.74,57923.33,10179847.58,20.36,1569.74      
10   ,2008,216.57,37465.99,57360.83,8470135.88 ,16.39,1242.11      
11   ,2008,212.43,37486.91,62852.10,7160795.21 ,15.26,1171.22      
12   ,2008,210.23,37492.85,66646.03,7946060.55 ,15.38,1231.74      
1    ,2009,211.14,37493.78,63435.95,7272468.15 ,15.17,1115.84      
2    ,2009,212.19,37497.84,62808.57,6198504.73 ,14.12,999.88       
3    ,2009,212.71,37507.22,64593.41,7071052.16 ,13.32,1061.26      
4    ,2009,213.24,37513.78,62388.35,7747816.46 ,14.98,1192.72      
5    ,2009,213.86,37518.78,60987.37,8392697.64 ,16.00,1335.22      
6    ,2009,215.69,37524.41,60865.27,8197406.70 ,16.38,1318.74      
7    ,2009,215.35,37530.04,61094.08,8817404.84 ,16.69,1441.33      
8    ,2009,215.83,37535.67,61876.04,9135743.82 ,18.09,1506.64      
9    ,2009,215.97,37540.99,62509.30,9476668.97 ,18.83,1565.32      
10   ,2009,216.18,37544.74,62171.73,9360675.67 ,19.36,1539.34      
11   ,2009,216.33,37546.93,63376.22,9858500.75 ,19.81,1573.66      
12   ,2009,215.95,37548.50,60316.54,10048869.77,20.32,1597.28      
1    ,2010,216.69,37550.06,61601.24,9825633.25 ,20.53,1521.73      
2    ,2010,216.74,37551.94,61888.23,10089229.53,19.92,1517.40      
3    ,2010,217.63,37555.38,60925.07,10590226.52,21.00,1608.79      
4    ,2010,218.01,37560.08,61869.12,10757407.81,21.80,1580.34      
5    ,2010,218.18,37565.08,64012.06,9728944.82 ,20.48,1397.83      
6    ,2010,217.97,37570.09,66002.39,9380253.98 ,19.74,1375.32      
7    ,2010,218.01,37573.85,66329.06,10258653.03,19.67,1501.21      
8    ,2010,218.31,37578.86,69119.47,9584349.69 ,19.77,1453.05      
9    ,2010,218.44,37583.87,68918.87,10439670.39,20.38,1588.12      
10   ,2010,218.71,37588.57,68495.93,10847205.54,21.24,1643.52      
11   ,2010,218.80,37592.64,67634.75,10838291.40,21.70,1570.53      
12   ,2010,219.18,37597.03,64697.06,11562634.28,22.40,1695.58      
1    ,2011,220.22,37601.41,64351.96,11836675.42,22.98,1730.91      
2    ,2011,221.31,37606.11,64866.69,12242187.67,23.49,1791.90      
3    ,2011,223.47,37610.19,64831.98,12247054.35,22.90,1749.02      
4    ,2011,224.91,37613.32,65793.43,12587651.91,23.14,1837.78      
5    ,2011,225.96,37615.20,68022.06,12467009.59,23.06,1772.49      
6    ,2011,225.72,37616.45,66700.88,12259195.09,22.10,1744.04      
7    ,2011,225.92,37617.71,69192.60,11960270.90,22.61,1714.03      
8    ,2011,226.55,37618.96,73447.74,11357499.50,20.05,1564.72      
9    ,2011,226.89,37619.59,75050.21,10559109.03,19.70,1402.61      
10   ,2011,226.42,37619.90,74589.83,11713136.27,20.16,1538.10      
11   ,2011,226.23,37620.53,74074.75,11687268.83,20.35,1462.50      
12   ,2011,225.67,37620.84,75623.90,11989801.89,20.52,1445.07      
1    ,2012,226.67,37621.16,76135.97,12335922.39,21.21,1521.75      
2    ,2012,227.66,37622.10,75235.40,12869349.93,21.80,1601.26      
3    ,2012,229.39,37624.92,73695.84,13393535.19,22.05,1582.66      
4    ,2012,230.09,37627.43,75499.58,13209454.20,21.78,1549.29      
5    ,2012,229.82,37629.94,78313.42,12415545.97,20.94,1363.98      
6    ,2012,229.48,37632.76,77856.21,12959691.81,20.55,1450.26      
7    ,2012,229.10,37635.58,79092.64,13106637.98,21.00,1467.19      
8    ,2012,230.38,37638.72,78766.42,13401836.83,21.41,1504.51      
9    ,2012,231.41,37641.85,78305.17,13785271.52,21.78,1544.97      
10   ,2012,231.32,37645.30,77922.08,13494312.64,21.58,1554.52      
11   ,2012,230.22,37648.44,78736.90,13572583.23,20.90,1583.97      
12   ,2012,229.60,37651.26,77720.01,13696287.54,21.24,1630.09      
1    ,2013,230.28,37653.46,76181.41,14405700.59,21.90,1708.83      
2    ,2013,232.17,37655.66,77202.08,14601264.97,22.05,1688.36      
3    ,2013,232.77,37658.80,77462.21,15082027.39,22.42,1694.74      
4    ,2013,232.53,37661.62,78773.71,15440726.14,22.60,1764.43      
5    ,2013,232.95,37663.50,75704.86,15801885.85,23.41,1716.39      
6    ,2013,233.50,37664.76,73447.74,15675829.96,22.93,1649.12      
7    ,2013,233.60,37666.33,73080.58,16383000.80,23.49,1735.94      
8    ,2013,233.88,37667.58,72078.34,15908527.50,23.36,1709.13      
9    ,2013,234.15,37668.84,73519.91,16407391.66,23.44,1825.33      
10   ,2013,233.55,37669.47,74203.64,17161594.20,23.83,1885.38      
11   ,2013,233.07,37671.04,73661.95,17684575.77,24.64,1893.17      
12   ,2013,233.05,37673.23,72232.91,18132306.63,24.86,1919.92      
1    ,2014,233.92,37675.43,74551.59,17505363.12,24.86,1841.30      
2    ,2014,234.78,37676.69,74931.80,18306159.86,24.59,1938.00      
3    ,2014,236.29,37678.26,74624.58,18459997.27,24.96,1921.73      
4    ,2014,237.07,37679.83,75303.67,18596443.89,24.79,1945.64      
5    ,2014,237.90,37680.77,76787.15,19033018.39,24.94,1965.03      
6    ,2014,238.34,37681.71,76733.40,19426170.59,25.56,1989.43      
7    ,2014,238.25,37682.97,76679.68,19158253.96,25.82,1952.99      
8    ,2014,237.85,37683.91,78236.28,19924706.62,25.62,1949.70      
9    ,2014,238.03,37684.85,77532.15,19645305.51,25.92,1865.12      
10   ,2014,237.43,37685.48,78834.69,20125138.23,25.16,1834.24      
11   ,2014,236.15,37686.11,79969.91,20666385.61,26.61,1853.54      
12   ,2014,234.81,37686.74,80193.83,20614322.61,26.79,1790.54      
1    ,2015,233.71,37687.68,83762.46,19995472.93,26.49,1783.04      
2    ,2015,234.72,37688.62,81819.17,21144687.07,27.00,1886.64      
3    ,2015,236.12,37689.25,82645.54,20810269.80,26.73,1847.27      
4    ,2015,236.60,37690.19,82248.84,21009935.77,26.79,1921.00      
5    ,2015,237.81,37690.82,82026.77,21280094.61,26.81,1895.39      
6    ,2015,238.64,37691.45,80812.77,20868129.73,26.50,1838.72      
7    ,2015,238.65,37692.07,82162.35,21305360.48,26.38,1866.64      
8    ,2015,238.32,37693.02,82351.32,20019918.47,25.69,1726.22      
9    ,2015,237.95,37695.22,83776.00,19524554.35,24.50,1634.95      
10   ,2015,237.84,37695.84,83365.50,21171538.89,25.49,1756.45      
11   ,2015,237.34,37696.47,83132.07,21234484.80,26.23,1725.48      
12   ,2015,236.53,37700.24,82882.68,20899575.34,25.97,1693.06      
1    ,2016,236.92,37707.47,85766.99,19862471.65,24.21,1575.60      
2    ,2016,237.11,37715.64,87173.57,19835674.52,24.00,1549.66      
3    ,2016,238.13,37725.38,87252.03,21181273.35,25.37,1647.69      
4    ,2016,239.26,37734.50,87243.30,21263414.77,25.92,1694.21      
5    ,2016,240.24,37741.73,87286.92,21645246.55,25.69,1665.79      
6    ,2016,241.04,37750.22,90115.02,21701356.47,25.84,1611.70      
7    ,2016,240.65,37758.72,90475.48,22501442.26,26.69,1689.94      
8    ,2016,240.85,37768.16,89697.39,22533051.94,26.95,1686.99      
9    ,2016,241.43,37777.60,90047.21,22537262.92,26.73,1702.98      
10   ,2016,241.73,37786.73,88840.58,22126173.04,26.53,1668.58      
11   ,2016,241.35,37797.12,85215.88,22945618.39,26.85,1638.99      
12   ,2016,241.43,37811.29,85241.45,23399146.18,27.87,1690.93      
1    ,2017,242.84,37827.36,85556.84,23842939.49,28.06,1740.55      
2    ,2017,243.60,37843.44,86301.19,24789698.57,28.66,1756.79      
3    ,2017,243.80,37859.84,86499.68,24818573.85,29.09,1793.34      
4    ,2017,244.52,37883.18,87589.57,25073474.73,28.90,1826.76      
5    ,2017,244.73,37908.44,88447.95,25426321.86,29.31,1877.48      
6    ,2017,244.96,37936.56,88129.54,25585026.51,29.75,1875.65      
7    ,2017,244.79,37967.54,88596.63,26111125.30,30.00,1930.66      
8    ,2017,245.52,38001.39,90023.03,26191079.19,29.92,1925.05      
9    ,2017,246.82,38033.38,88861.73,26731342.18,30.17,1970.06      
10   ,2017,246.66,38066.02,88826.19,27355113.79,30.92,1995.51      
11   ,2017,246.67,38099.96,88710.72,28194082.77,31.30,2012.30      
12   ,2017,246.52,38139.02,89003.46,28507554.52,32.09,2046.47      
1    ,2018,247.87,38180.97,87223.39,30139718.61,33.31,2140.97      
2    ,2018,248.99,38225.83,86543.05,29028895.46,32.04,2035.27      
3    ,2018,249.55,38275.84,87676.76,28291154.01,31.81,1991.39      
4    ,2018,250.55,38330.07,86686.02,28399709.74,30.97,2029.64      
5    ,2018,251.59,38386.29,87674.24,29083638.17,31.24,1980.36      
6    ,2018,251.99,38445.78,87981.10,29262632.07,31.63,1955.23      
7    ,2018,252.19,38506.66,87646.77,30351634.70,31.86,2002.27      
